iter	RMSE
518	2.098391619
519	2.095879236
520	2.093439744
521	2.091491903
522	2.089362485
523	2.087778915
524	2.085584784
525	2.08323637
526	2.080844767
527	2.079877725
528	2.077123383
529	2.075369304
530	2.074052462
531	2.071959027
532	2.0697527
533	2.067620425
534	2.065524283
535	2.064112415
536	2.062014677
537	2.06028817
538	2.058355365
539	2.055848095
540	2.05492506
541	2.05215753
542	2.050559136
543	2.048454975
544	2.045642395
545	2.043499574
546	2.041644158
547	2.039617332
548	2.037206592
549	2.036510539
550	2.034988408
551	2.033684386
552	2.032456852
553	2.030230915
554	2.027915455
555	2.026098043
556	2.02377051
557	2.020716187
558	2.018254067
559	2.01703026
560	2.014235896
561	2.013152236
562	2.011736745
563	2.010311655
564	2.007882436
565	2.006078122
566	2.004309379
567	2.002034865
568	1.999595635
569	1.997787369
570	1.995364999
571	1.993309335
572	1.991822802
573	1.989714585
574	1.987750105
575	1.986350499
576	1.984546516
577	1.983300188
578	1.981949156
579	1.980762391
580	1.979371212
581	1.977182872
582	1.975105436
583	1.973276119
584	1.97155032
585	1.969014379
586	1.966338685
587	1.963395054
588	1.961491657
589	1.960010658
590	1.957692881
591	1.956979586
592	1.95578627
593	1.953756483
594	1.95258699
595	1.950391601
596	1.948584317
597	1.947306565
598	1.944893042
599	1.943851313
600	1.941768568
601	1.939839967
602	1.938104633
603	1.936070454
604	1.934133142
605	1.93252072
606	1.930921624
607	1.928682311
608	1.926657125
609	1.925500571
610	1.923309118
611	1.920878672
612	1.919963186
613	1.918393711
614	1.915827407
615	1.913880576
616	1.911383117
617	1.909928259
618	1.907983407
619	1.906667231
620	1.904588724
621	1.903200418
622	1.901592226
623	1.899566931
624	1.897468641
625	1.895874304
626	1.894250901
627	1.89363586
628	1.892176016
629	1.890639386
630	1.889252003
631	1.888220508
632	1.885772835
633	1.884281143
634	1.881512747
635	1.879849885
636	1.877917742
637	1.876550939
638	1.875034532
639	1.872885908
640	1.871018823
641	1.870058612
642	1.868141676
643	1.866422387
644	1.864775513
645	1.863676122
646	1.862163334
647	1.860759371
648	1.859325896
649	1.858203129
650	1.85613624
651	1.854171595
652	1.851935749
653	1.85056952
654	1.849200187
655	1.846825496
656	1.845438919
657	1.843368976
658	1.841566962
659	1.839699909
660	1.838352511
661	1.836799126
662	1.835429877
663	1.833458033
664	1.831438053
665	1.829475232
666	1.827437422
667	1.826327697
668	1.824542799
669	1.82295213
670	1.821369852
671	1.819587713
672	1.816818685
673	1.814773933
674	1.813056254
675	1.811873568
676	1.809894825
677	1.808077388
678	1.80616401
679	1.804300117
680	1.80228255
681	1.800365009
682	1.799106597
683	1.798027476
684	1.796391078
685	1.794619476
686	1.792807086
687	1.791652762
688	1.790521628
689	1.789325936
690	1.787886363
691	1.786370262
692	1.784453783
693	1.783058785
694	1.781170191
695	1.779142497
696	1.7778579
697	1.777594741
698	1.776376565
699	1.775198079
700	1.773032002
701	1.771442878
702	1.769722626
703	1.768000783
704	1.766979637
705	1.76466691
706	1.762654989
707	1.760804175
708	1.759367417
709	1.7576478
710	1.756247456
711	1.75508144
712	1.75304464
713	1.751522137
714	1.749942636
715	1.748228217
716	1.746744796
717	1.744984481
718	1.743734879
719	1.742171497
720	1.739851843
721	1.738041747
722	1.736512409
723	1.735784503
724	1.734202999
725	1.732438266
726	1.731281545
727	1.729549745
728	1.727738693
729	1.726556702
730	1.724876801
731	1.722593911
732	1.720838384
733	1.719911483
734	1.718039025
735	1.715765165
736	1.71421725
737	1.712655219
738	1.711006305
739	1.709489759
740	1.707715804
741	1.705977683
742	1.704613533
743	1.702816216
744	1.700789301
745	1.699749323
746	1.698344216
747	1.697065807
748	1.695601179
749	1.694068904
750	1.691972942
751	1.690225322
752	1.688541614
753	1.687506213
754	1.686053712
755	1.684110998
756	1.683188698
757	1.682284713
758	1.68120093
759	1.679860811
760	1.678257258
761	1.676638457
762	1.674864987
763	1.673080847
764	1.671065472
765	1.668781875
766	1.667482844
767	1.665730585
768	1.664732167
769	1.663411186
770	1.661866473
771	1.660431534
772	1.658484928
773	1.657201918
774	1.655489449
775	1.654105807
776	1.652249651
777	1.650312366
778	1.649263775
779	1.648414328
780	1.646084968
781	1.644980558
782	1.642865576
783	1.64164545
784	1.640008599
785	1.638983189
786	1.638182118
787	1.636897337
788	1.634805508
789	1.633746636
790	1.632899029
791	1.631083883
792	1.629311005
793	1.627743234
794	1.626279856
795	1.624080365
796	1.622994749
797	1.620908988
798	1.619254102
799	1.617899061
800	1.616725891
801	1.615157779
802	1.613872304
803	1.613008546
804	1.611988336
805	1.610104405
806	1.609059019
807	1.607888627
808	1.606746744
809	1.605636631
810	1.604526932
811	1.603150238
812	1.602467203
813	1.601179079
814	1.599915275
815	1.597976219
816	1.595722653
817	1.594256369
818	1.593124008
819	1.591836695
820	1.590320908
821	1.589108496
822	1.587964362
823	1.586955377
824	1.585513447
825	1.584201101
826	1.583120779
827	1.581486793
828	1.580095424
829	1.578658247
830	1.577136026
831	1.576340018
832	1.575522785
833	1.574338048
834	1.573029857
835	1.571701137
836	1.570947371
837	1.570082894
838	1.568862609
839	1.567211876
840	1.566380967
841	1.565109496
842	1.563991433
843	1.563005135
844	1.561605155
845	1.560495964
846	1.558991734
847	1.55749709
848	1.556461964
849	1.555157278
850	1.553971435
851	1.552367242
852	1.551064169
853	1.549931527
854	1.548529368
855	1.546910755
856	1.545395262
857	1.543866272
858	1.542323165
859	1.541450723
860	1.540667327
861	1.53940718
862	1.538712803
863	1.537696219
864	1.536323738
865	1.534728864
866	1.533552379
867	1.532453298
868	1.531443586
869	1.530391179
870	1.528799106
871	1.527424636
872	1.526836007
873	1.526048204
874	1.524574543
875	1.523010409
876	1.521779705
877	1.520469555
878	1.519841447
879	1.518303379
880	1.517549784
881	1.516270813
882	1.515047196
883	1.514261925
884	1.513464757
885	1.512573315
886	1.511814457
887	1.510252987
888	1.508906754
889	1.506886662
890	1.505324745
891	1.504663283
892	1.503589654
893	1.502312076
894	1.50071911
895	1.499395478
896	1.498728438
897	1.497858172
898	1.497177289
899	1.495718378
900	1.494847414
901	1.493771876
902	1.492257067
903	1.491226276
904	1.49051709
905	1.48987212
906	1.488854317
907	1.487308505
908	1.48588994
909	1.484613895
910	1.48361494
911	1.482440672
912	1.48109635
913	1.47965429
914	1.479054909
915	1.47811811
916	1.477363806
917	1.476287319
918	1.475386963
919	1.474222167
920	1.472968011
921	1.472189432
922	1.470744948
923	1.469526445
924	1.468470136
925	1.467102867
926	1.465110659
927	1.464055651
928	1.462231883
929	1.460815467
930	1.459549381
931	1.458203011
932	1.457555303
933	1.456916445
934	1.456018857
935	1.454904308
936	1.453854973
937	1.45237046
938	1.451405004
939	1.450087038
940	1.448597565
941	1.447384905
942	1.446742593
943	1.445612906
944	1.444093261
945	1.443522917
946	1.442148843
947	1.441125765
948	1.439569649
949	1.438428107
950	1.436991273
951	1.436053631
952	1.434433696
953	1.433080198
954	1.431928724
955	1.431376243
956	1.430415192
957	1.429180272
958	1.427783216
959	1.426499978
960	1.425942794
961	1.42510132
962	1.423399549
963	1.421977801
964	1.4211758
965	1.420344218
966	1.419066731
967	1.418526658
968	1.417117822
969	1.41606995
970	1.414665585
971	1.413707627
972	1.412651918
973	1.41182382
974	1.410195064
975	1.409584802
976	1.407919582
977	1.406565281
978	1.405508583
979	1.404673094
980	1.4037564
981	1.402313159
982	1.400987517
983	1.400086019
984	1.399128281
985	1.398234741
986	1.397053854
987	1.395468759
988	1.394397348
989	1.3932837
990	1.392237436
991	1.390685627
992	1.389918476
993	1.389039729
994	1.387824791
995	1.386622417
996	1.385373943
997	1.384962329
998	1.383797307
999	1.382436004
